"addon"
{

	"addon_game_name" 			"Battleships"
		"DOTA_Tooltip_Ability_sputt_battleship_Description"					"Attempt to restart your crippled plane. The engines sputter, and emit black smoke, granting evasion to nearby allies. \n\nHigher levels increase evasion."
		"DOTA_Tooltip_Ability_sputt_battleship_evasion"					"EVASION:"
		"DOTA_Tooltip_Ability_sputt_battleship_aura_radius"					"AURA RADIUS:"
		"DOTA_Tooltip_Ability_sputt_battleship_sputt_duration"					"DURATION:"

		"DOTA_Tooltip_Ability_mayday_battleship"									"Mayday"
		"DOTA_Tooltip_Ability_mayday_battleship_Description"					"The control tower knows where you are. They'll send you care packages to keep you alive at sea. \n \n Higher levels will increase health gained per package. "
		"DOTA_Tooltip_Ability_mayday_battleship_heal_amount"					"HEAL AMOUNT:"
		"DOTA_Tooltip_Ability_mayday_battleship_delay"					"DELAY:"

		
		"DOTA_Tooltip_Ability_chen_test_of_faith_teleport_battleship"									"Call for Extraction Jets"
		"DOTA_Tooltip_Ability_chen_test_of_faith_teleport_battleship_Description"					"Send an extraction team for target ally that transports him back to base. \n \n Higher levels will decrease extraction team's response time. "
		"DOTA_Tooltip_Ability_chen_test_of_faith_teleport_battleship_hero_teleport_delay"			"TELEPORT DELAY:"
		
		
		"DOTA_Tooltip_Ability_windrunner_powershot_battleship"									"Steady Shot"
		"DOTA_Tooltip_Ability_windrunner_powershot_battleship_Description"					"The Catamaran's pontoons steady it on the open ocean. After channeling, release a long-range arrow that does damage to each target it passes through. Damage diminishes as it passes through each target. Steady Shot can be fired early for reduced damage. \n\nHigher levels increase damage."
		"DOTA_Tooltip_Ability_windrunner_powershot_battleship_arrow_range"					"RANGE:"
		"DOTA_Tooltip_Ability_windrunner_powershot_battleship_vision_radius"					"VISION RADIUS:"
		"DOTA_Tooltip_Ability_windrunner_powershot_battleship_vision_duration"					"VISION DURATION:"
			"DOTA_Tooltip_Ability_windrunner_powershot_battleship_vision_arrow_width"					"ARROW WIDTH:"

		
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip"									"Gusted"
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip_Description"					"Tilt your sails to take advantage of the wind! The Catamaran will leap in the direction it is facing, airborn for a moment. Nearby allies receive a small movement speed bonus. This ability also disjoints. Be careful not to land on walls!\n\nHigher levels increase leap distance and speed bonus."
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip_leap_distance"					"LEAP DISTANCE:"
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip_leap_speed"					"LEAP SPEED:"
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip_leap_speedbonus"					"LEAP ALLIED SPEED BOOST:"
		"DOTA_Tooltip_Ability_mirana_leap_battlsehip_leap_radius"					"LEAP SPEED BONUS AREA:"

		
		
		"DOTA_Tooltip_Ability_swim_battleship"									"Swim Break!"
		"DOTA_Tooltip_Ability_swim_battleship_Description"					"Relax, take a dip, enjoy the water, and freshen up. Quickly heals your ship as long as you do not take damage and remain still. Any damage taken will leave you stranded in the water, stunned for 3 seconds.\n\nHigher levels increase percentage healing rate."
		"DOTA_Tooltip_Ability_swim_battleship_regen"					"REGEN PERCENTAGE:"
		"DOTA_Tooltip_Ability_swim_battleship_stun_time"					"STUN DURATION:"

				
		"DOTA_Tooltip_ability_antimage_blink_battleship"											"Cheat"
		"DOTA_Tooltip_ability_antimage_blink_battleship_Description"								"Short distance teleportation that allows battleship to shift around the board."
		"DOTA_Tooltip_ability_antimage_blink_battleship_Note0"										"If you used Cheat to teleport to a distance over the maximum range, you'll be teleported 4/5 of the maximum range instead."
		"DOTA_Tooltip_ability_antimage_blink_battleship_Note1"										"You can use Cheat to dodge incoming projectiles."
		"DOTA_Tooltip_ability_antimage_blink_battleship_blink_range"								"RANGE:"
	
		"DOTA_Tooltip_Ability_monkey_buisness"									"Monkey Business"
		"DOTA_Tooltip_Ability_monkey_buisness_Description"					"Your monkeys jump to a nearby enemy ship, do as much damage as they can, then escape to an allied ship.  Monkeys continue until they have no where to jump, alternating between allies and enemies.\n\nHigher levels increase damage and jump range."
		"DOTA_Tooltip_Ability_monkey_buisness_spread_range"					"MONKEY JUMP RANGE:"
		"DOTA_Tooltip_Ability_monkey_buisness_monkey_damage"					"MONKEY ATTACK DAMAGE:"

		"DOTA_Tooltip_Ability_elephant_intimidate"									"Elephant intimidation"
		"DOTA_Tooltip_Ability_elephant_intimidate_Description"					"Your elephants trumpet your arrival into battle and intimate your enemies, lowering their defences.\n\nHigher levels increase armor reduction, duration and range"
		"DOTA_Tooltip_Ability_elephant_intimidate_ele_range"					"NOISE RANGE:"
		"DOTA_Tooltip_Ability_elephant_intimidate_ele_armor_reduction"					"ARMOR RESUCTION:"
		"DOTA_Tooltip_Ability_elephant_intimidate_duration"					"INTIMIDATION DURATION:"

		
		"DOTA_Tooltip_Ability_Over_And_Out"									"Over and Out"
		"DOTA_Tooltip_Ability_Over_And_Out_Description"					"The aircraft carrier shoots forward even over terrain and grabs any units encountered and pulls them with you as you rocket into the air. \n\n Higher levels increase duration."
		"DOTA_Tooltip_Ability_Over_And_Out_pull_duration"					"DURATION:"
		
		
		"DOTA_Tooltip_Ability_keeping_up_battleship"									"Keeping up with the Joneses"
		"DOTA_Tooltip_Ability_keeping_up_battleship_Description"					"Link yourself to a unit.  Every second, for the duration of this link, your and your targets hit point percentages will be moved toward their average by 2 percent.\n\nHigher levels increase duration."
		"DOTA_Tooltip_Ability_keeping_up_battleship_duration"					"DURATION:"

		"DOTA_Tooltip_Ability_submerge_battleship"							"Submerge"
		"DOTA_Tooltip_Ability_submerge_battleship_Description"					"Dive into the comforting embrace of the sea! Let the water shield you from harm, granting you an armor bonus. Fully submerge your propeller, granting you a move speed bonus. \n\nAlas, you need to breathe keep an eye on your air (mana) or you may start to drown.  Quickly... \n\nHigher levels increase all bonuses."
		"DOTA_Tooltip_Ability_submerge_battleship_bonus_movement"					"MOVE SPEED BONUS:"
		"DOTA_Tooltip_Ability_submerge_battleship_bonus_armor"					"ARMOR BONUS:"
		"DOTA_Tooltip_Ability_submerge_battleship_mana_bonus"					"MANA DRAIN:"

		"DOTA_Tooltip_Ability_sandking_burrowstrike_battleship"							"Dive and dash"
		"DOTA_Tooltip_Ability_sandking_burrowstrike_battleship_Description"					"Dash quickly and surprise your enemies by striking from below! deals damage and stuns all enemies in your path_battleship to the target. \n\nHigher levels increase range and damage."
		"DOTA_Tooltip_Ability_sandking_burrowstrike_battleship_tooltip_range"					"RANGE:"

		"DOTA_Tooltip_Ability_salvage_battleship"							"Salvage"
		"DOTA_Tooltip_Ability_salvage_battleship_Description"					"Utilize the wreckage around you. Each ship you kill heals your ship for a percentage of the total health of the killed ship. \n\nHigher levels increase range and damage."
		"DOTA_Tooltip_Ability_salvage_battleship_heal_amount"					"HEAL PERCENTAGE HERO:"
		"DOTA_Tooltip_Ability_salvage_battleship_heal_amount_other"					"HEAL PERCENTAGE OTHER:"
		
		"DOTA_Tooltip_Ability_into_the_hold"							"Construct Ship"
		"DOTA_Tooltip_Ability_into_the_hold_Description"							"Construct an empire ship and carry it in your hold while constructing it and shielding it.  this ship will divide fire. \n\nHigher levels increase time in hold, armor bonus and ally regen speed"
		"DOTA_Tooltip_Ability_into_the_hold_bonus_armor"					"RANGE:"
		"DOTA_Tooltip_Ability_into_the_hold_duration"					"DURATION:"
		"DOTA_Tooltip_Ability_into_the_hold_health_regen"					"HEALTH REGEN:"
		
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_battleship"							"Scrap Armor"
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_battleship_Description"	"Creates junk armor around an ally unit, forming a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast."
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_battleship_duration"		"DURATION:"
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_battleship_damage_absorb"	"MAX DAMAGE ABSORBED:"
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_battleship_radius"		"BURST RADIUS:"
		
		"DOTA_Tooltip_Ability_batten_hatches"								"Batten Down the Hatches"
		"DOTA_Tooltip_ability_batten_hatches_Description"					"Strengthens the structural integrity of your vessel to provide an armor bonus and health regen bonus. \n\nHigher levels increase regen and armor."
		"DOTA_Tooltip_Ability_batten_hatches_hoop_bonus_armor"			"ARMOR:"
		"DOTA_Tooltip_ability_batten_hatches_health_regen"				"HEALTH REGEN:"
		
		"DOTA_Tooltip_Ability_shove_battleship"								"Shove"
		"DOTA_Tooltip_ability_shove_battleship_Description"					"Stuns a unit and pushes it away from the tugboat. \n\nHigher levels increase push distance and duration of stun."
		"DOTA_Tooltip_Ability_shove_battleship_duration"			"DURATION:"
		
		"DOTA_Tooltip_Ability_puck_waning_rift_battleship"								"Hack their system!"
		"DOTA_Tooltip_ability_puck_waning_rift_battleship_Description"					"Disables the use of abilities on all units in the area and deals damage to them. \n\nHigher levels increase damage and duration."
		"DOTA_Tooltip_Ability_puck_waning_rift_battleship_silence_duration"			"DURATION:"
		
		"DOTA_Tooltip_Ability_turret_battleship"								"Deploy Turret!"
		"DOTA_Tooltip_ability_turret_battleship_Description"					"Deploy Turret that deals 500 dmg per attack in a very short range \n\nHigher levels decrease cooldown."

		"DOTA_Tooltip_ability_shadow_shaman_shackles_battleship"									"Hoist"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_battleship_Description"						"CHANNELED - Binds an enemy unit so that it cannot move or attack, while dealing damage over time."
		"DOTA_Tooltip_ability_shadow_shaman_shackles_battleship_Lore"								""
		"DOTA_Tooltip_ability_shadow_shaman_shackles_battleship_channel_time"						"CHANNEL DURATION:"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_battleship_total_damage"	"TOTAL DAMAGE:"
		
		"DOTA_Tooltip_ability_ruse_battleship"									"It's a ruse"
		"DOTA_Tooltip_ability_ruse_battleship_Description"						"Select a target and after 2 seconds deal a percentage of damage that was done to you since casting to that target while healing for the same amount. breaks on death. \n \nHigher levels decrease cooldown. and increase damage percentage"
		"DOTA_Tooltip_ability_ruse_battleship_duration"			"DURATION:"
		"DOTA_Tooltip_ability_ruse_battleship_dmg"			"PRECENT DAMAGE REFLECTED:"
		
		"DOTA_Tooltip_ability_gag_battleship"									"Gag Order"
		"DOTA_Tooltip_ability_gag_battleship_Description"						"Silence target capitol ship disabling ability use for a short time \n \nHigher levels decrease cooldown and increase duration."
		"DOTA_Tooltip_ability_gag_battleship_duration"			"DURATION:"
		
		"DOTA_Tooltip_ability_might_battleship"									"Might of the Tribe"
		"DOTA_Tooltip_ability_might_battleship_Description"						"The Canoe gains strength from nearby allies, increasing its maximum health and regeneration for a short time. Releases any stored energy as damage and a ministun to enemies in the same area when recollecting might. \n \nHigher levels decrease cooldown."
		"DOTA_Tooltip_ability_might_battleship_duration"			"DURATION:"
		"DOTA_Tooltip_ability_might_battleship_bonus_hp"			"BONUS HP/ALLY NEARBY:"
		
		"DOTA_Tooltip_ability_war_drumbs_battleship"									"War Drums"
		"DOTA_Tooltip_ability_war_drumbs_battleship_Description"						"The Canoe's crew beats their drums in a hypnotic rhythm to increase their rower's speed as well as the speed of the ships around them. \n \nHigher levels decrease cooldown, increase speed bonus, and increase duration."
		"DOTA_Tooltip_ability_war_drumbs_battleship_duration"			"DURATION:"
		"DOTA_Tooltip_ability_war_drumbs_battleship_bonus_move_speed"			"BONUS MOVE SPEED:"
		
		"DOTA_Tooltip_ability_swamp_gas_battleship"									"Swamp Gas"
		"DOTA_Tooltip_ability_swamp_gas_battleship_Description"						"Shoot some swamp gas into their ship to slowly eat away at their hull for a while. \n \nHigher levels decrease cooldown, and increase damage."
		"DOTA_Tooltip_ability_swamp_gas_battleship_duration"			"DURATION:"
		"DOTA_Tooltip_ability_swamp_gas_battleship_damage"			"DAMAGE PER TICK:"
		"DOTA_Tooltip_ability_swamp_gas_battleship_total_damage"			"TOTAL DAMAGE:"
		
		"DOTA_Tooltip_ability_fan_blast_battleship"									"Fan Blast"
		"DOTA_Tooltip_ability_fan_blast_battleship_Description"						"Let the fan blade fly from your ship damaging and slowing pursuing opponents. \n \nHigher levels decrease cooldown, increase slow, and increase damage."
		"DOTA_Tooltip_ability_fan_blast_battleship_duration"			"DURATION:"
		"DOTA_Tooltip_ability_fan_blast_battleship_damage"			"DAMAGE:"
		"DOTA_Tooltip_ability_fan_blast_battleship_movement_speed"			"SLOW:"
		
		"DOTA_Tooltip_ability_go_home_battleship"									"Go Home"
		"DOTA_Tooltip_ability_go_home_battleship_Description"						"Teleports you home after a short channel time. if Channel is interrupted you will not go home. \n \nHigher levels decrease cooldown."
			"DOTA_Tooltip_ability_go_home_battleship_duration"			"CHANNEL TIME:"

		
		"DOTA_Tooltip_ability_dragon_battleship"									"Cloud Dragon"
		"DOTA_Tooltip_ability_dragon_battleship_Description"				"Flying a red flag is said to bring the favor of the dragon who lives in the clouds. Mark his target and he will attack ships near his target for a time. \n \nHigher levels decrease cooldown."
		"DOTA_Tooltip_ability_dragon_battleship_duration"			"DURATION:"
"DOTA_Tooltip_ability_dragon_battleship_damage"			"DAMAGE:"

		
		"DOTA_Tooltip_ability_firework_battleship"									"Firework Flare"
		"DOTA_Tooltip_ability_firework_battleship_Description"						"Launch fireworks over an area to give vision of it for a short time. \n \nHigher levels decrease cooldown."
		"DOTA_Tooltip_ability_firework_battleship_duration"			"DURATION:"

		
	"DOTA_Tooltip_ability_nav_hack_battleship"									"Compass disruption"
	"DOTA_Tooltip_ability_nav_hack_battleship_Description"						"The Junk ship is equipped with a superior compass. Activate the compass disruption, and all enemy ships in the area will be forced to face away from you for a moment. \n \nHigher levels decrease cooldown."
	"DOTA_Tooltip_ability_nav_hack_battleship_duration"			"DURATION:"

	
		"DOTA_Tooltip_ability_iceberg_battleship"									"Iceberg"
	"DOTA_Tooltip_ability_iceberg_battleship_Description"						"Hide an iceberg (invisible to enemy team). The first enemy ship to run into it will take considerable damage. \n \nHigher levels decrease cooldown."
	"DOTA_Tooltip_ability_iceberg_battleship_duration"			"DURATION:"
	"DOTA_Tooltip_ability_iceberg_battleship_damage"			"DAMAGE:"
	
	
	"DOTA_Tooltip_ability_iceberg_battleship"									"Iceberg"
	"DOTA_Tooltip_ability_iceberg_battleship_Description"						"Hide an iceberg (invisible to enemy team). The first enemy ship to run into it will take considerable damage. \n \nHigher levels decrease cooldown."
	"DOTA_Tooltip_ability_iceberg_battleship_duration"			"DURATION:"
	"DOTA_Tooltip_ability_iceberg_battleship_damage"			"DAMAGE:"
	
	"DOTA_Tooltip_ability_instill_terror"									"Instill Terror"
	"DOTA_Tooltip_ability_instill_terror_Description"						"Silence target ship and throw them into a panic where their ship moves erratically. \n \nHigher levels increase duration."
	"DOTA_Tooltip_ability_instill_terror_duration"			"DURATION:"
	
		"DOTA_Tooltip_ability_ghost_ship"									"Ghost Ship"
	"DOTA_Tooltip_ability_ghost_ship_Description"						"This ship is lost a sea and does not appear on the mini map unless it draws within close range of its foes. \n \nHigher levels decrease range."
	"DOTA_Tooltip_ability_ghost_ship_radius"			"SIGHTING RANGE:"
	
	"DOTA_Tooltip_ability_go_daralect"									"Go Derelict "
	"DOTA_Tooltip_ability_go_daralect_Description"						"If you have a Derelict already, swap locations with it leaving a Derelict vessle where you were.\n\n If you do not, this ability drops one at your current location.\n\n The Derelict ship will float between trade posts and will not draw fire.  \n \nHigher levels decrease cooldown."

	
	
	
	"DOTA_Tooltip_ability_cease_fire"									"Cease Fire"
	"DOTA_Tooltip_ability_cease_fire_Description"						"Stop firing and stop being fired at for the duration. \n \nHigher levels increase duration."
	"DOTA_Tooltip_ability_cease_fire_duration"			"DURATION:"
	
	"DOTA_Tooltip_ability_estab_route"									"Established Route"
	"DOTA_Tooltip_ability_estab_route_Description"						"Gain significant move speed speed for the duration or until a new order is given. \n \nHigher levels increase speed effect."
	"DOTA_Tooltip_ability_estab_route_path_duration"			"DURATION:"
	"DOTA_Tooltip_ability_estab_route_path_bonus_move_speed"			"BONUS SPEED:"
	
		
		"DOTA_Tooltip_ability_bships_talent1" "Gain 300 hp"
		
	"DOTA_Tooltip_ability_dump_cargo"									"Dump Cargo"
	"DOTA_Tooltip_ability_dump_cargo_Description"						"Toss Goods off the back of your ship to gain massive short lived speed boost.\nDrops a random consumable item or gold piecein your wake. \n \nHigher levels increase duration."
	"DOTA_Tooltip_ability_dump_cargo_duration"			"DURATION:"
	"DOTA_Tooltip_ability_dump_base_speed"			"SPEED BOOST:"
	
	"DOTA_Tooltip_ability_swap_mission"	"Swap Mission"
"DOTA_Tooltip_ability_swap_mission_Description" "Alter your contract to show a different destionation.  Don't worry you'll still get paid in full.\n\nHigher levels decrease cooldown."

	
	
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship"								"Ice Path"
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_Description"					"Creates a path of ice that stuns and damages enemies that touch it. \n Higher levels increase damage and stun duration and decrease cooldown"
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_Note0"						"It takes 0.5 seconds for the path_battleship to reach its full extent."
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_duration"						"DURATION:" 
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_path_battleship_delay"					"FORMATION DELAY:"
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_path_battleship_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_damage"						"DAMAGE:"
		"DOTA_Tooltip_ability_jakiro_ice_path_battleship_range"						"RANGE:"
		
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship"							"Freezing Field"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_Description"				"Summons forth the frozen north and all it's random icy explosions that slow enemies and deal massive damage.  Lasts %duration_tooltip% seconds.\n Higher levels increase damage and stun duration and decrease cooldown."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_Lore"						"Once the place of her exile, Icewrack has become an anchor for Rylai's frigid onslaught."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_Note0"						"The slow is applied on all enemies in the radius, even if they aren't hit by an explosion (lasts 1 second)."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_Note1"						"Every 0.1 second an explosion occurs, for a total of 100 explosions."
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_movespeed_slow"				"%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_explosion_radius"			"EXPLOSION RADIUS:"
		"DOTA_Tooltip_ability_crystal_maiden_freezing_field_battleship_damage"						"DAMAGE:"
		
		"DOTA_Tooltip_ability_engine_burst"							"Engine Burst"
		"DOTA_Tooltip_ability_engine_burst_Description"				"Overheat your engine to push it beyond it's maximum movement. this ability hurts more the longer you use it and the engine will not cool off and stop hurting until 2 seconds after you stop. \n Higher levels increase speed boost."
		"DOTA_Tooltip_ability_engine_burst_base_speed"				"SPEED BOUNS (UNCAPED):"
		"DOTA_Tooltip_ability_engine_burst_damage"						"DAMAGE:"
		
				"DOTA_Tooltip_ability_panic_battleship"							"Panic!"
		"DOTA_Tooltip_ability_panic_battleship_Description"				"Your panic drives you.  Gain move speed for every 10 percent of your health you are missing.\n Higher levels increase move speed bonus range."
		"DOTA_Tooltip_ability_panic_battleship_bail_bonus_move_speed"				"BONUS SPEED:"
		
		"DOTA_Tooltip_ability_icy_waters_battleship"									"Icy Waters"
		"DOTA_Tooltip_ability_icy_waters_battleship_Description"						"All nearby Enemy ships are slowed. \n \nHigher levels increase slowing effect."
		"DOTA_Tooltip_ability_icy_waters_battleship_fun_bonus_move_speed"	"SLOW:"

		"DOTA_Tooltip_ability_harpoon_battleship"									"Harpoon"
		"DOTA_Tooltip_ability_harpoon_battleship_Description"						"Launch a harpoon at target enemy ship. If it connects, the two of you will be pulled together (mostly you). \n \nHigher levels pull the target more and you less."
		"DOTA_Tooltip_ability_harpoon_battleship_cast_range"	"RANGE:"
		"DOTA_Tooltip_ability_harpoon_battleship_range"	"FRACTION OF DISTANCE YOU MOVE:"


		
		"DOTA_Tooltip_fire_pistols" "Pistols Firing"
		
		"DOTA_Tooltip_bailing_water" "Bailing Water"
		"DOTA_Tooltip_bailing_water_Description" "Increased move speed."

		"DOTA_Tooltip_batten_hatches" "Batton Hatches"
		"DOTA_Tooltip_batten_hatches_Description" "Increased health regeneration and armor."
		
		"DOTA_Tooltip_tightened_hoops" "Tighten hoops"
		"DOTA_Tooltip_tightened_hoops_Description" "Increased health regeneration and armor."
		
		
		"DOTA_Tooltip_discoing" "Disco Party"
		"DOTA_Tooltip_discoing_Description" "Grants vision and evasion."

		"DOTA_Tooltip_fun_aura" "Fun!"
		"DOTA_Tooltip_fun_aura_Description" "You are having fun! ship has increased regeneration and movment speed."
		
		"DOTA_Tooltip_remove_vision" "Underwater"
		"DOTA_Tooltip_remove_vision_Description" "You are underwater, you cannot be hit but you cannot be seen."
		"DOTA_Tooltip_ramming_speed" "Reckless Speed"
		"DOTA_Tooltip_ramming_speed_Description" "You are going fast."
		"DOTA_Tooltip_above_water" "Keep Afloat"
		"DOTA_Tooltip_above_water_Description" "Massive armor bonus as your crew tries to keep the boat afloat."
		"DOTA_Tooltip_bilge_mod" "Flooded"
		"DOTA_Tooltip_bilge_mod_Description" "You are slowed and dearmored as your ship is waterlogged."
		"DOTA_Tooltip_Gunning_it" "In Overdrive!"
		"DOTA_Tooltip_Gunning_it_Description" "Moving at incredible speed but burning out your engine."
		"DOTA_Tooltip_fly" "Flying"
		"DOTA_Tooltip_fly_Description" "this unit can fly."
		"DOTA_Tooltip_Pillage_Guns" "Pillaging"
		"DOTA_Tooltip_Pillage_Guns_Description" "Dearmoring and damaging the target building."
		"DOTA_Tooltip_building_dearmor" "Being Pillaged."
		"DOTA_Tooltip_building_dearmor_Description" "Dearmored."
		"DOTA_Tooltip_big_boom" "Preparing to enter valhalla!"
		"DOTA_Tooltip_big_boom_Description" "About to explode."
		"DOTA_Tooltip_evasion_aura" "Miss!"
		"DOTA_Tooltip_evasion_aura_Description" "Enemies may miss you."
		"DOTA_Tooltip_stop_aura" "Stuck!"
		"DOTA_Tooltip_stop_aura_Description" "Stuck on a mountain."
		"DOTA_Tooltip_fx_test_modifier" "Flying... sorta"
		"DOTA_Tooltip_fx_test_modifier_Description" "Flying, falling whatever you are doing it's happening fast."
		"DOTA_Tooltip_evasion_aura_sputt" "Obscured"
		"DOTA_Tooltip_evasion_aura_sputt_Description" "You are hard to see and likely to be missed."
		"DOTA_Tooltip_mayday_ind" "Mayday"
		"DOTA_Tooltip_mayday_ind_Description" "Heals you every 10 seconds."
		"DOTA_Tooltip_swimbreak" "Swimming!"
		"DOTA_Tooltip_swimbreak_Description" "Having a peaceful swim break."
		"DOTA_Tooltip_stunned_from_relaxing" "Stunned!"
		"DOTA_Tooltip_stunned_from_relaxing_Description" "You were hit during your swim break and are recovering from the shock."
		"DOTA_Tooltip_keep_up" "Exchanging Health!"
		"DOTA_Tooltip_keep_up_Description" "Linked to another ship and exchanging health."
		"DOTA_Tooltip_monkey_buisness" "There is a monkey on your ship"
		"DOTA_Tooltip_monkey_buisness_Description" "If its a friendly monkey he will jump to and hurt an enemy. If he's a mean monkey, this will hurt."
		"DOTA_Tooltip_submerged" "Submerged"
		"DOTA_Tooltip_submerged_Description" "under water you are faster harder to hit and tougher."
		"DOTA_Tooltip_in_the_hold" "Creep construction"
		"DOTA_Tooltip_in_the_hold_Description" "Creep is being constructed."
		"DOTA_Tooltip_salvager" "Salvager"
		"DOTA_Tooltip_salvager_Description" "Use the scrap you create to heal yourself."
		"DOTA_Tooltip_root_self" "Rooted"
		"DOTA_Tooltip_root_self_Description" "cannot move."
		"DOTA_Tooltip_push_back" "Being Pushed"
		"DOTA_Tooltip_push_back_Description" "You are being pushed backwards."
		"DOTA_Tooltip_gag_order" "Gag Order"
		"DOTA_Tooltip_gag_order_Description" "Silenced."
		"DOTA_Tooltip_gas_mod" "Swap Gas"
		"DOTA_Tooltip_gas_mod_Description" "Deals damage over time."
		"DOTA_Tooltip_de_armor_aura" "No Tower protection!"
		"DOTA_Tooltip_de_armor_Description" "couldn't get rid of the tower porotection so this is a workaround."

		"npc_dota_shop_Left_Bot" "Farmer's Trading Post"
		"npc_dota_shop_Left_Mid" "Coastal Trading Post"
		"npc_dota_shop_Left_Top" "Black Market Trading Post"
		"npc_dota_shop_Right_Bot" "River Trading Post"
		"npc_dota_shop_Right_Mid" "Mountain Trading Post"
		"npc_dota_shop_Right_Top" "Waste Trading Post"
		"npc_dota_shop_Mid_Bot" "Marshland Trading Post"
		"npc_dota_shop_Mid_Mid" "Central Cove Trading Post"
		"npc_dota_shop_Mid_Top" "Forest Camp Trading Post"
"DOTA_Tooltip_ability_item_contract_easy_left_bot"	"Farmer's Shipment"
"DOTA_Tooltip_ability_item_contract_easy_left_mid"	"Coastal Shipment"
"DOTA_Tooltip_ability_item_contract_easy_left_top"	"Black Market Shipment"
"DOTA_Tooltip_ability_item_contract_easy_right_bot"	"River Shipment"
"DOTA_Tooltip_ability_item_contract_easy_right_mid"	"Mountain Shipment"
"DOTA_Tooltip_ability_item_contract_easy_right_top"	"Wasteland Shipment"
"DOTA_Tooltip_ability_item_contract_easy_mid_bot"	"Swampland Shipment"
"DOTA_Tooltip_ability_item_contract_easy_mid_mid"	"Central City Shipment"
"DOTA_Tooltip_ability_item_contract_easy_mid_top"	"Forest Camp Shipment"
	
"DOTA_Tooltip_ability_item_contract_medium_left_bot"	"Farmer's Shipment"
"DOTA_Tooltip_ability_item_contract_medium_left_mid"	"Coastal Shipment"
"DOTA_Tooltip_ability_item_contract_medium_left_top"	"Black Market Shipment"
"DOTA_Tooltip_ability_item_contract_medium_right_bot"	"River Shipment"
"DOTA_Tooltip_ability_item_contract_medium_right_mid"	"Mountain Shipment"
"DOTA_Tooltip_ability_item_contract_medium_right_top"	"Wasteland Shipment"
"DOTA_Tooltip_ability_item_contract_medium_mid_bot"	"Swampland Shipment"
"DOTA_Tooltip_ability_item_contract_medium_mid_mid"	"Central City Shipment"
"DOTA_Tooltip_ability_item_contract_medium_mid_top"	"Forest Camp Shipment"
	
"DOTA_Tooltip_ability_item_contract_hard_left_bot"	"Farmer's Shipment"
"DOTA_Tooltip_ability_item_contract_hard_left_mid"	"Coastal Shipment"
"DOTA_Tooltip_ability_item_contract_hard_left_top"	"Black Market Shipment"
"DOTA_Tooltip_ability_item_contract_hard_right_bot"	"River Shipment"
"DOTA_Tooltip_ability_item_contract_hard_right_mid"	"Mountain Shipment"
"DOTA_Tooltip_ability_item_contract_hard_right_top"	"Wasteland Shipment"
"DOTA_Tooltip_ability_item_contract_hard_mid_bot"	"Swampland Shipment"
"DOTA_Tooltip_ability_item_contract_hard_mid_mid"	"Central City Shipment"
"DOTA_Tooltip_ability_item_contract_hard_mid_top"	"Forest Camp Shipment"

//shipment descriptions

"DOTA_Tooltip_ability_item_contract_easy_left_bot_Description"		"Deliver this shipment to the Farmer's Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_left_mid_Description"		"Deliver this shipment to the Coastal Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_left_top_Description"		"Deliver this shipment to the Black Market Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
"DOTA_Tooltip_ability_item_contract_easy_right_bot_Description"		"Deliver this shipment to the River Trading Post. Feel free to use the samples we've provided if you run into any… problems... on your journey."
